2023-06-10,155
2023-06-11,155
2023-06-12,168
2023-06-13,169
2023-06-14,180
2023-06-15,185
2023-06-16,188
2023-06-17,187
2023-06-18,190
2023-06-19,186
2023-06-20,183
2023-06-21,191
2023-06-22,185
2023-06-23,171
2023-06-24,171
2023-06-25,172
2023-06-26,175
2023-06-27,178
2023-06-28,178
2023-06-29,174
2023-06-30,169
2023-07-01,176
2023-07-02,177
2023-07-03,181
2023-07-04,182
2023-07-05,172
2023-07-06,170
2023-07-07,161
2023-07-08,135
2023-07-09,132
2023-07-10,126
2023-07-11,130
2023-07-12,130
2023-07-13,131
2023-07-14,128
2023-07-15,128
2023-07-16,139
2023-07-17,150
2023-07-18,151
2023-07-20,151
2023-07-21,150
2023-07-22,150
2023-07-23,146
2023-07-24,137
2023-07-25,126
2023-07-26,120
2023-07-27,120
2023-07-28,122
2023-07-29,123
2023-07-30,123
2023-07-31,124
2023-08-01,127
2023-08-02,129
2023-08-03,132
2023-08-04,136
2023-08-05,136
2023-08-06,135
2023-08-07,136
2023-08-08,141
2023-08-09,145
2023-08-10,136
2023-08-11,136
2023-08-12,137
2023-08-13,142
2023-08-14,146
2023-08-15,139
2023-08-16,142
2023-08-17,144
2023-08-18,138
2023-08-19,136
2023-08-20,136
2023-08-21,133
2023-08-22,137
2023-08-23,140
2023-08-24,138
2023-08-25,130
2023-08-26,128
2023-08-27,131
2023-08-28,147
2023-08-29,151
2023-08-30,155
2023-08-31,156
2023-09-01,155
2023-09-02,154
2023-09-03,154
2023-09-04,160
2023-09-05,152
2023-09-06,156
2023-09-07,151
2023-09-08,145
2023-09-09,144
2023-09-10,145
2023-09-11,147
2023-09-12,157
2023-09-13,149
2023-09-14,148
2023-09-15,151
2023-09-16,150
2023-09-17,147
2023-09-18,146
2023-09-19,150
2023-09-20,148
2023-09-21,162
2023-09-22,162
2023-09-23,163
2023-09-24,163
2023-09-25,163
2023-09-26,158
2023-09-27,171
2023-09-28,166
2023-09-29,202
2023-09-30,201
2023-10-01,203
2023-10-02,202
2023-10-03,202
2023-10-04,200
2023-10-05,202
2023-10-06,147
2023-10-07,151
2023-10-08,154
2023-10-09,173
2023-10-10,184
2023-10-11,194
2023-10-12,176
2023-10-13,170
2023-10-14,207
2023-10-15,221
2023-10-16,235
2023-10-17,274
2023-10-18,294
2023-10-19,324
2023-10-20,332
2023-10-21,303
2023-10-22,299
2023-10-23,317
2023-10-24,326
2023-10-25,341
2023-10-26,271
2023-10-27,273
2023-10-28,277
2023-10-29,283
2023-10-30,294
2023-10-31,281
2023-11-01,268
2023-11-02,275
2023-11-03,270
2023-11-04,269
2023-11-05,263
2023-11-06,273
2023-11-07,269
2023-11-08,286
2023-11-09,289
2023-11-10,280
2023-11-11,281
2023-11-12,281
2023-11-13,304
2023-11-14,299
2023-11-15,273
2023-11-16,268
2023-11-17,250
2023-11-18,252
2023-11-19,246
2023-11-20,230
2023-11-21,234
2023-11-22,240
2023-11-23,245
2023-11-24,247
2023-11-25,249
2023-11-26,253
2023-11-27,257
2023-11-28,273
2023-11-29,275
2023-11-30,260
2023-12-01,352
2023-12-02,352
2023-12-03,355
2023-12-04,351
2023-12-05,341
2023-12-06,336
2023-12-07,341
2023-12-08,223
2023-12-09,222
2023-12-10,218
2023-12-11,218
2023-12-12,224
2023-12-13,217
2023-12-14,209
2023-12-15,191
2023-12-16,191
2023-12-17,189
2023-12-18,191
2023-12-19,183
2023-12-20,157
2023-12-21,152
2023-12-22,142
2023-12-23,137
2023-12-24,136
2023-12-25,126
2023-12-26,107
2023-12-27,94
2023-12-28,91
2023-12-29,81
2023-12-30,82
2023-12-31,80
2024-01-01,88
2024-01-02,101
2024-01-03,112
2024-01-04,120
2024-01-05,126
2024-01-06,129
2024-01-07,136
2024-01-08,156
2024-01-09,162
2024-01-10,173
2024-01-11,179
2024-01-12,180
2024-01-13,182
2024-01-14,186
2024-01-15,191
2024-01-16,206
2024-01-17,209
2024-01-18,209
2024-01-19,203
2024-01-20,203
2024-01-21,209
2024-01-22,209
2024-01-23,189
2024-01-24,177
2024-01-25,173
2024-01-26,167
2024-01-27,162
2024-01-28,153
2024-01-29,160
2024-01-30,170
2024-01-31,165
2024-02-01,225
2024-02-02,222
2024-02-03,220
2024-02-04,220
2024-02-05,217
2024-02-06,218
2024-02-07,223
2024-02-08,136
2024-02-09,134
2024-02-10,131
2024-02-11,130
2024-02-12,134
2024-02-13,153
2024-02-14,163
2024-02-15,164
2024-02-16,163
2024-02-17,161
2024-02-18,163
2024-02-19,163
2024-02-20,155
2024-02-21,159
2024-02-22,157
2024-02-23,156
2024-02-24,155
2024-02-25,156
2024-02-26,147
2024-02-27,142
2024-02-28,142
2024-02-29,151
2024-03-01,149
2024-03-02,149
2024-03-03,148
2024-03-04,151
2024-03-05,149
2024-03-06,154
2024-03-07,167
2024-03-08,173
2024-03-09,173
2024-03-10,174
2024-03-11,191
2024-03-12,194
2024-03-13,197
2024-03-14,190
2024-03-15,191
2024-03-16,190
2024-03-17,195
2024-03-18,166
2024-03-19,174
2024-03-20,175
2024-03-21,178
2024-03-22,179
2024-03-23,177
2024-03-24,178
2024-03-25,180
2024-03-26,181
2024-03-27,158
2024-03-28,152
2024-03-29,136
2024-03-30,134
2024-03-31,129
2024-04-01,117
2024-04-02,134
2024-04-03,131
2024-04-04,132
2024-04-05,133
2024-04-06,132
2024-04-07,132
2024-04-08,157
2024-04-09,161
2024-04-10,182
2024-04-11,188
2024-04-12,202
2024-04-13,205
2024-04-14,231
2024-04-15,235
2024-04-16,241
2024-04-17,227
2024-04-18,219
2024-04-19,210
2024-04-20,209
2024-04-21,209
2024-04-22,188
2024-04-23,201
2024-04-24,198
2024-04-25,204
2024-04-26,207
2024-04-27,206
2024-04-28,179
2024-04-29,183
2024-04-30,177
2024-05-01,156
2024-05-02,152
2024-05-03,144
2024-05-04,145
2024-05-05,140
2024-05-06,132
2024-05-07,132
2024-05-08,145
2024-05-09,134
2024-05-10,134
2024-05-11,140
2024-05-12,200
2024-05-13,198
2024-05-14,201
2024-05-15,205
2024-05-16,211
2024-05-17,208
2024-05-18,206
2024-05-19,198
2024-05-20,196
2024-05-21,210
2024-05-22,216
2024-05-23,211
2024-05-24,203
2024-05-25,203
2024-05-26,182
2024-05-27,210
2024-05-28,218
2024-05-29,221
2024-05-30,219
2024-05-31,200
2024-06-01,201
2024-06-02,206
2024-06-03,235
2024-06-04,249
2024-06-05,281
2024-06-06,296
2024-06-07,303
2024-06-08,302
2024-06-09,299
2024-06-10,295
2024-06-11,295
2024-06-12,217
2024-06-13,213
2024-06-14,203
2024-06-15,198
2024-06-16,197
2024-06-17,145
2024-06-18,155
2024-06-19,159
2024-06-20,176
2024-06-21,176
